taget,rssi,A1,P1,A2,P2,A3,P3,A4,P4,A5,P5,A6,P6,A7,P7,A8,P8,A9,P9,A10,P10,A11,P11,A12,P12,A13,P13,A14,P14,A15,P15,A16,P16,A17,P17,A18,P18,A19,P19,A20,P20,A21,P21,A22,P22,A23,P23,A24,P24,A25,P25,A26,P26,A27,P27,A28,P28,A29,P29,A30,P30,A31,P31,A32,P32,A33,P33,A34,P34,A35,P35,A36,P36,A37,P37,A38,P38,A39,P39,A40,P40,A41,P41,A42,P42,A43,P43,A44,P44,A45,P45,A46,P46,A47,P47,A48,P48,A49,P49,A50,P50,A51,P51,A52,P52
wave,-70,15,-2,15,-3,16,-4,15,-4,15,-3,14,-4,14,-4,14,-4,13,-4,13,-5,14,-6,15,-6,14,-7,13,-7,13,-7,14,-8,13,-8,12,-8,11,-8,11,-8,11,-9,12,-9,12,-9,12,-11,12,-11,13,-11,13,-12,13,-13,13,-14,12,-15,12,-13,12,-13,13,-14,13,-14,14,-14,15,-15,15,-14,14,-14,13,-14,14,-14,15,-14,16,-14,17,-14,17,-13,17,-12,17,-11,17,-11,17,-11,18,-11,18,-10,18,-9,19,-8
wave,-70,-12,8,-12,8,-12,8,-12,8,-12,8,-11,8,-11,9,-11,9,-10,9,-10,9,-10,10,-10,11,-10,11,-10,10,-9,10,-9,11,-8,12,-7,11,-7,11,-8,11,-8,11,-7,11,-6,12,-6,13,-6,14,-7,14,-5,14,-6,15,-5,16,-5,16,-5,16,-6,16,-6,16,-6,16,-5,16,-5,17,-5,17,-6,17,-6,16,-7,16,-7,17,-7,18,-8,18,-9,17,-9,16,-9,16,-9,15,-10,14,-10,14,-10,15,-11,14,-11,13
wave,-70,10,-10,10,-10,10,-11,10,-11,9,-10,9,-10,9,-11,8,-11,8,-11,8,-12,8,-12,7,-13,7,-13,6,-13,6,-13,5,-14,5,-14,4,-13,4,-13,4,-13,4,-13,3,-14,3,-14,3,-15,3,-16,3,-16,2,-17,2,-17,2,-17,2,-17,1,-17,2,-17,2,-18,2,-18,2,-18,2,-18,2,-18,2,-18,2,-18,2,-19,2,-19,3,-20,4,-20,5,-18,5,-17,6,-17,6,-18,7,-17,7,-17,7,-17,7,-16,7,-15
wave,-70,-15,0,-15,0,-15,1,-15,1,-15,1,-14,1,-15,2,-15,2,-14,3,-14,3,-14,4,-14,5,-14,5,-14,5,-13,4,-14,5,-13,6,-12,6,-12,7,-12,6,-12,6,-12,7,-12,8,-12,9,-13,10,-13,9,-12,10,-13,10,-13,11,-13,11,-13,11,-13,12,-13,12,-13,12,-13,12,-13,12,-14,12,-14,12,-14,12,-14,12,-15,11,-16,11,-16,12,-16,11,-16,11,-16,10,-16,9,-16,9,-16,9,-16,8,-16,7,-17,7
wave,-70,-5,-13,-6,-13,-7,-14,-7,-14,-7,-14,-7,-13,-7,-13,-7,-13,-7,-13,-8,-13,-8,-13,-9,-13,-9,-13,-8,-12,-8,-11,-10,-11,-11,-10,-11,-9,-11,-9,-10,-9,-11,-9,-12,-9,-12,-9,-12,-10,-12,-10,-11,-11,-14,-9,-14,-9,-14,-9,-15,-9,-14,-9,-14,-9,-14,-10,-15,-10,-16,-10,-16,-10,-15,-11,-15,-11,-14,-11,-14,-11,-15,-12,-16,-13,-16,-13,-15,-13,-14,-13,-14,-13,-13,-14,-13,-14,-12,-15,-12,-15,-11,-15,-11,-14
wave,-70,-14,6,-13,7,-13,7,-13,7,-13,7,-12,7,-12,7,-12,7,-12,7,-11,8,-11,9,-11,10,-11,10,-10,9,-10,10,-10,11,-10,11,-9,11,-9,11,-9,10,-9,10,-9,10,-8,11,-7,13,-8,13,-9,13,-8,14,-8,14,-8,15,-7,15,-7,15,-8,15,-8,15,-9,15,-9,15,-9,16,-9,15,-9,15,-9,16,-9,16,-10,16,-10,16,-11,16,-12,15,-12,14,-12,14,-12,13,-12,13,-12,13,-12,13,-12,12,-13,12
wave,-70,0,13,0,14,1,15,1,15,0,14,1,13,1,13,2,13,2,13,2,13,3,13,4,13,4,13,4,12,4,12,5,13,6,12,6,11,5,11,5,11,5,11,6,11,6,11,7,11,8,12,7,12,9,12,9,13,10,13,10,12,9,12,9,12,10,13,10,13,11,14,11,14,11,14,11,14,10,14,10,14,10,15,10,16,10,15,9,15,8,15,8,15,7,16,7,16,7,17,7,17,6,17,5,16
wave,-70,7,-13,6,-14,6,-15,5,-14,5,-14,5,-13,5,-13,5,-13,4,-13,4,-14,3,-14,3,-15,3,-15,3,-14,3,-14,2,-14,1,-14,0,-14,1,-14,1,-14,2,-14,1,-14,0,-14,-1,-15,-1,-16,-1,-16,-1,-17,-1,-17,-2,-18,-3,-17,-2,-17,-1,-17,-1,-17,-1,-17,-1,-17,-2,-18,-2,-18,-1,-18,-1,-18,-1,-19,-1,-19,0,-19,0,-20,2,-19,3,-18,3,-18,4,-18,4,-18,4,-18,3,-18,4,-18,5,-18
wave,-70,11,8,11,8,11,8,11,8,11,7,11,7,11,7,11,6,11,6,12,6,13,5,13,5,13,5,12,4,12,4,13,4,13,3,12,2,12,2,12,3,12,3,12,2,13,1,14,0,15,1,15,1,15,0,15,0,16,0,16,-1,15,0,16,0,16,0,16,0,17,0,17,0,17,0,17,0,17,0,17,0,18,1,18,1,19,1,18,1,18,2,18,3,17,3,16,3,17,4,17,4,16,5,15,6
wave,-70,-3,-14,-4,-14,-4,-15,-4,-15,-4,-14,-4,-14,-4,-14,-4,-14,-5,-13,-6,-13,-7,-14,-8,-13,-8,-13,-7,-13,-7,-13,-8,-14,-8,-13,-8,-12,-8,-12,-7,-12,-7,-13,-7,-12,-9,-11,-11,-11,-11,-12,-10,-12,-10,-12,-11,-13,-12,-14,-12,-13,-11,-13,-10,-14,-10,-14,-11,-14,-11,-14,-11,-15,-12,-14,-12,-14,-11,-14,-10,-15,-10,-16,-10,-16,-10,-16,-9,-16,-8,-17,-7,-17,-6,-17,-6,-17,-6,-17,-7,-17,-6,-16,-5,-16
wave,-69,15,-6,15,-6,15,-7,15,-8,14,-8,13,-7,13,-8,13,-8,13,-9,13,-9,13,-10,13,-11,13,-11,12,-10,12,-10,12,-12,10,-12,10,-12,10,-12,10,-12,10,-13,10,-13,10,-14,9,-14,10,-14,11,-14,8,-15,9,-16,9,-17,9,-18,9,-17,9,-17,8,-18,8,-18,9,-19,11,-19,12,-18,11,-18,11,-17,11,-17,11,-18,12,-19,13,-19,13,-18,13,-17,13,-17,13,-15,13,-15,15,-15,15,-15,15,-13,15,-12
wave,-69,7,10,8,10,9,10,8,10,7,10,7,9,8,9,8,9,8,9,9,9,9,9,10,9,10,9,10,8,10,8,11,7,11,7,10,6,10,6,10,6,9,6,10,6,11,6,11,6,12,7,12,7,13,6,13,6,14,5,14,5,13,5,13,5,13,6,14,6,15,6,15,6,14,6,14,6,14,6,14,7,15,7,15,8,15,8,14,9,14,9,13,9,12,10,12,10,12,10,12,10,11,11,10,11
wave,-69,15,-4,15,-5,15,-6,15,-6,15,-5,15,-5,14,-6,14,-6,13,-7,13,-7,14,-7,14,-8,13,-9,12,-8,12,-8,12,-9,11,-10,11,-10,11,-10,11,-10,11,-10,11,-11,11,-11,11,-12,11,-12,11,-12,11,-14,11,-14,11,-15,10,-15,10,-15,10,-15,10,-15,10,-15,11,-16,12,-16,12,-16,12,-15,12,-15,12,-15,13,-15,13,-16,13,-16,14,-15,14,-14,14,-14,15,-13,15,-12,15,-12,16,-12,16,-11,15,-10
wave,-69,-6,13,-6,14,-5,14,-5,14,-5,14,-5,13,-4,13,-4,13,-4,14,-4,14,-3,14,-2,15,-2,15,-2,14,-1,14,-1,15,0,14,0,13,1,13,0,13,0,14,1,15,2,14,2,15,3,16,2,16,4,16,4,16,4,16,5,16,4,16,4,16,4,17,3,17,4,17,5,18,5,18,5,17,4,17,4,18,4,18,4,19,4,19,3,19,2,18,2,19,1,19,1,19,0,20,0,19,-1,18,-2,17
wave,-70,-9,11,-8,12,-8,13,-8,12,-8,12,-7,11,-7,12,-6,12,-6,12,-5,12,-5,13,-5,14,-5,14,-4,13,-4,13,-3,14,-3,14,-2,13,-2,13,-2,13,-2,13,-2,13,-1,13,0,14,0,14,-1,14,1,16,1,16,1,17,2,16,1,16,1,16,1,16,1,16,1,17,2,17,2,17,1,17,1,17,1,18,0,19,0,19,0,18,-1,18,-1,18,-1,18,-3,18,-3,18,-2,18,-3,18,-4,17,-4,16
wave,-70,7,-13,7,-14,6,-14,6,-14,6,-13,5,-13,5,-13,5,-13,5,-13,4,-14,3,-14,3,-15,3,-15,3,-14,3,-14,2,-14,1,-14,0,-14,1,-14,2,-14,2,-14,1,-14,0,-14,-1,-15,-1,-16,-1,-16,-2,-17,-1,-17,-2,-17,-3,-17,-2,-16,-1,-17,-2,-17,-2,-18,-2,-18,-2,-18,-2,-18,-2,-19,-2,-19,-1,-19,0,-19,-1,-19,0,-19,1,-19,2,-19,2,-18,3,-18,4,-18,3,-18,3,-18,3,-18,3,-18
wave,-69,7,12,7,12,7,13,7,13,7,13,7,12,7,11,8,11,8,10,9,11,9,11,10,11,10,10,9,10,9,10,11,10,11,9,10,8,10,8,10,9,10,9,11,8,12,8,13,8,13,8,13,8,13,7,14,8,15,8,15,7,14,7,13,7,14,8,14,8,16,8,17,8,17,8,16,8,15,8,15,9,16,9,16,10,16,11,15,11,14,11,14,11,13,11,13,12,13,12,13,12,12,12,11,12
wave,-69,10,10,10,10,10,10,10,10,10,9,10,9,11,8,11,8,11,7,12,7,12,7,13,7,13,6,12,7,12,6,13,6,13,5,12,4,12,4,12,4,12,4,13,4,13,3,14,3,15,3,15,3,17,1,17,1,17,1,17,0,16,1,17,1,17,0,17,0,18,0,19,0,19,1,19,1,18,1,19,1,19,1,20,1,19,1,19,2,18,3,19,4,19,4,19,4,19,4,18,5,18,5,17,6
wave,-69,15,-1,14,-1,15,-1,15,-2,14,-2,14,-2,14,-2,14,-3,14,-2,13,-3,14,-4,14,-5,14,-5,13,-5,13,-5,14,-6,13,-6,12,-6,12,-7,12,-7,12,-7,12,-7,13,-8,13,-9,14,-10,14,-9,13,-11,14,-11,13,-11,13,-12,12,-11,13,-11,13,-12,14,-12,14,-12,14,-12,14,-12,14,-12,14,-12,15,-12,16,-12,17,-12,16,-12,16,-11,17,-10,17,-10,17,-9,17,-9,18,-9,18,-8,18,-7,17,-7
wave,-69,15,6,15,5,16,5,15,5,15,5,14,5,15,4,15,4,15,3,15,2,16,2,17,1,16,1,15,1,15,1,16,-1,16,-2,15,-2,15,-3,15,-2,15,-2,15,-3,15,-4,16,-4,17,-4,17,-4,17,-5,18,-5,18,-6,18,-8,17,-7,18,-6,18,-6,19,-7,19,-8,20,-8,20,-8,20,-7,19,-7,20,-7,20,-6,21,-6,22,-6,22,-6,22,-5,21,-4,21,-3,21,-3,21,-2,22,-2,22,-1,21,0
wave,-69,-12,11,-11,12,-11,13,-11,13,-10,11,-10,11,-9,12,-8,12,-8,12,-8,12,-8,14,-7,14,-5,15,-5,14,-5,14,-4,14,-4,14,-4,14,-4,14,-3,14,-2,14,-2,15,-1,15,-1,16,-1,17,-2,18,1,17,0,18,2,19,3,19,3,19,3,19,3,18,2,18,1,19,0,19,1,19,1,19,2,19,2,19,1,20,1,21,1,22,0,22,-1,22,-2,22,-3,21,-2,19,-1,19,-2,20,-4,20,-7,21
wave,-70,5,13,6,13,6,13,6,14,6,13,6,12,6,12,7,11,7,11,7,11,8,11,8,11,8,11,7,11,8,11,9,10,10,9,10,8,10,8,9,8,9,9,10,9,11,8,11,8,12,9,12,9,14,8,14,8,14,8,15,7,14,7,13,8,14,9,14,8,15,8,16,9,16,9,15,8,15,9,15,9,16,9,16,10,16,11,15,11,14,11,14,11,14,11,13,12,13,13,12,14,12,13,11,13
wave,-70,14,6,14,5,15,5,15,5,14,4,13,4,13,4,13,3,13,3,14,3,15,3,15,2,14,2,13,2,13,1,15,0,14,0,14,-1,13,-1,13,-1,14,-1,14,-2,14,-2,14,-3,14,-3,14,-3,14,-5,15,-5,16,-6,16,-6,15,-6,15,-5,16,-6,15,-6,16,-6,18,-6,17,-5,16,-5,16,-5,16,-5,17,-6,18,-6,18,-5,18,-4,18,-3,18,-3,17,-3,17,-3,18,-2,18,-1,17,-1,17,0
wave,-70,-6,12,-6,12,-5,13,-5,13,-5,12,-5,12,-5,12,-4,12,-4,12,-3,13,-3,13,-3,13,-2,13,-2,13,-2,13,-2,13,-1,12,0,11,0,11,-1,12,-1,12,0,12,0,13,1,13,1,14,1,13,2,14,1,14,2,15,2,15,2,14,2,14,2,15,2,15,3,15,2,16,2,16,1,16,1,16,1,16,1,16,1,17,0,17,0,16,-1,15,-1,15,-2,16,-2,16,-2,16,-3,16,-4,15,-4,15
wave,-69,15,5,15,4,16,4,15,4,14,4,14,4,14,3,14,3,14,2,14,1,15,1,16,0,15,0,14,0,14,0,15,0,14,-1,13,-2,13,-2,13,-2,14,-2,14,-2,14,-3,14,-4,15,-4,16,-3,15,-5,16,-5,17,-5,16,-7,16,-6,16,-6,16,-6,16,-6,17,-6,18,-6,18,-6,17,-6,17,-6,18,-6,19,-5,20,-5,19,-5,19,-4,19,-3,19,-2,18,-1,18,-2,18,-2,18,-1,17,0,17,0
wave,-70,10,10,11,10,12,10,12,10,11,9,10,8,10,8,11,8,11,8,11,8,12,8,13,7,13,7,12,6,12,6,13,6,14,5,13,4,12,4,12,5,13,6,13,5,13,4,14,3,15,4,16,4,16,2,16,3,17,2,17,1,15,2,15,3,16,3,17,3,18,2,18,2,17,2,17,2,18,2,18,3,19,3,20,3,19,4,18,4,17,5,17,6,17,6,17,7,17,7,16,6,17,7,16,8
wave,-70,-13,-13,-13,-12,-13,-12,-13,-12,-12,-11,-12,-11,-13,-10,-13,-10,-14,-10,-13,-10,-14,-10,-14,-9,-14,-9,-14,-8,-14,-8,-16,-7,-16,-6,-15,-5,-14,-5,-14,-6,-15,-7,-15,-6,-16,-5,-16,-6,-16,-6,-17,-6,-18,-4,-18,-5,-19,-4,-19,-3,-18,-4,-18,-5,-19,-4,-19,-4,-20,-4,-21,-5,-21,-6,-20,-6,-20,-6,-20,-6,-21,-6,-21,-6,-21,-7,-21,-8,-20,-8,-19,-8,-19,-10,-18,-10,-18,-11,-19,-12,-18,-12,-18,-12
wave,-70,13,4,13,4,13,3,13,3,13,3,13,3,13,3,13,2,13,2,12,1,13,1,13,0,13,0,13,0,13,0,14,0,14,-1,12,-1,12,-1,12,-1,12,-1,12,-2,12,-3,13,-4,14,-4,15,-3,15,-3,14,-4,15,-5,15,-5,15,-5,15,-4,15,-4,15,-4,15,-5,16,-5,16,-5,16,-5,15,-5,16,-5,17,-4,17,-4,17,-4,17,-3,18,-1,17,-1,17,0,17,0,16,0,16,0,16,1,16,1
wave,-70,-11,8,-10,9,-10,10,-10,11,-9,10,-9,10,-9,10,-8,10,-8,10,-8,10,-8,10,-9,11,-8,11,-8,11,-7,11,-6,12,-5,12,-4,12,-4,12,-4,12,-4,12,-4,12,-4,13,-4,14,-4,14,-4,14,-2,14,-3,15,-2,15,-1,16,-2,15,-2,16,-2,17,-2,17,-2,16,-2,16,-3,16,-3,16,-3,16,-3,17,-3,17,-3,18,-4,18,-5,17,-5,16,-5,16,-5,16,-5,16,-6,16,-7,16,-8,15,-8,14
wave,-70,9,-10,9,-11,10,-11,10,-11,9,-11,9,-11,8,-11,8,-11,8,-11,7,-12,7,-12,7,-13,7,-13,7,-12,7,-12,6,-13,4,-13,4,-12,4,-12,4,-12,4,-13,5,-13,4,-14,3,-14,4,-15,4,-15,3,-16,3,-16,3,-17,3,-16,3,-16,3,-16,3,-16,2,-17,2,-18,3,-18,3,-17,3,-17,3,-18,3,-18,4,-18,5,-18,5,-18,5,-17,6,-16,7,-16,7,-16,8,-16,8,-17,8,-16,9,-15,8,-15
wave,-70,5,13,6,13,6,13,6,13,5,12,5,12,5,11,6,11,6,11,7,11,7,12,8,11,8,11,8,10,8,10,9,10,9,9,9,9,9,9,9,9,9,9,10,8,10,8,11,7,11,8,11,9,13,8,13,8,13,8,14,8,13,8,13,9,13,9,14,8,15,8,15,9,15,9,15,9,14,9,14,10,14,10,15,11,14,12,13,12,13,12,12,12,12,12,12,12,11,12,12,13,11,13,10,13
wave,-70,-15,-6,-15,-5,-15,-4,-15,-4,-14,-4,-14,-4,-13,-4,-14,-4,-14,-3,-14,-3,-15,-2,-16,-2,-15,-1,-14,-1,-14,-1,-15,0,-15,1,-14,1,-14,1,-14,1,-14,1,-15,2,-15,3,-15,4,-15,3,-16,3,-15,5,-16,5,-16,6,-15,6,-15,5,-15,4,-16,5,-16,5,-18,5,-18,5,-17,5,-17,5,-18,5,-18,5,-19,4,-19,4,-19,4,-19,3,-18,2,-19,2,-19,2,-20,2,-19,1,-19,0,-18,0,-18,-1
wave,-70,13,-10,12,-10,12,-11,12,-11,11,-11,10,-11,10,-11,11,-11,10,-11,10,-12,10,-13,10,-14,9,-14,8,-13,8,-13,8,-14,6,-14,6,-14,5,-14,6,-15,6,-15,6,-15,5,-16,4,-17,4,-16,5,-16,4,-18,4,-19,3,-19,2,-19,3,-18,3,-18,3,-19,3,-19,3,-20,4,-21,4,-21,4,-21,4,-20,5,-20,5,-21,5,-22,5,-23,6,-21,7,-20,8,-20,8,-19,8,-19,9,-20,10,-20,10,-19,10,-17
wave,-70,-4,13,-3,13,-2,14,-2,14,-2,13,-2,12,-1,13,-1,12,-1,13,-1,13,-1,13,0,14,1,14,1,13,1,13,2,14,3,13,3,12,3,12,2,13,2,13,3,13,4,12,5,12,5,13,5,14,6,14,6,15,7,15,8,14,7,14,7,14,7,15,7,15,7,15,7,16,7,16,6,16,6,16,6,16,7,16,7,17,6,18,5,17,5,17,4,17,3,17,3,17,3,17,2,17,1,17,0,17
wave,-70,-14,1,-14,1,-14,2,-14,2,-14,2,-14,2,-14,2,-14,2,-14,3,-13,4,-14,5,-14,5,-13,6,-12,5,-13,5,-13,6,-13,6,-12,7,-12,7,-12,6,-12,7,-12,7,-12,8,-12,8,-12,9,-12,9,-12,11,-13,11,-13,11,-12,11,-12,11,-13,11,-13,11,-13,11,-13,11,-13,11,-13,12,-13,12,-13,12,-14,12,-15,11,-16,11,-16,11,-16,11,-16,9,-16,8,-16,8,-16,8,-16,8,-17,8,-17,8,-17,7
wave,-70,16,1,15,0,16,-1,16,-2,15,-1,14,-1,15,-1,15,-2,15,-3,15,-3,16,-4,16,-4,15,-4,14,-4,14,-4,15,-6,14,-6,13,-6,12,-7,12,-7,13,-7,13,-8,14,-8,13,-9,14,-9,13,-8,13,-10,14,-11,15,-12,15,-12,14,-11,14,-11,15,-12,15,-12,16,-13,17,-13,16,-13,15,-12,16,-12,17,-12,18,-12,18,-12,19,-12,19,-11,18,-10,19,-10,19,-9,19,-8,20,-8,20,-7,19,-6,19,-5
wave,-70,-4,15,-4,15,-3,16,-3,16,-3,15,-3,15,-2,14,-2,14,-1,15,-1,15,0,16,0,16,0,16,0,15,0,15,1,15,2,14,2,13,2,13,2,14,2,15,3,15,4,15,5,15,5,15,5,15,6,16,6,17,7,18,7,17,6,17,6,17,6,18,6,18,7,18,7,18,6,19,6,19,5,19,5,19,5,20,5,20,4,21,3,21,2,20,2,20,1,20,1,21,1,21,0,20,-1,19,-1,19
wave,-70,3,-14,3,-15,3,-15,3,-16,3,-15,3,-14,3,-14,2,-14,1,-14,1,-15,0,-15,-1,-16,-1,-15,-1,-14,0,-15,-1,-16,-2,-15,-3,-14,-3,-14,-2,-14,-1,-15,-2,-14,-4,-14,-6,-14,-5,-15,-5,-16,-6,-16,-5,-17,-6,-17,-7,-16,-7,-16,-6,-17,-6,-17,-6,-17,-7,-17,-7,-17,-7,-17,-6,-17,-7,-17,-6,-18,-6,-18,-5,-19,-5,-19,-4,-19,-4,-18,-3,-18,-3,-18,-2,-18,-2,-19,-2,-19,-1,-18,0,-18
wave,-70,-14,5,-14,5,-14,6,-14,6,-13,6,-13,6,-13,6,-13,7,-12,8,-12,8,-12,8,-12,9,-12,9,-11,9,-11,9,-11,10,-10,10,-9,10,-9,10,-9,10,-9,10,-9,10,-9,11,-9,12,-9,12,-10,12,-8,14,-9,14,-8,15,-8,15,-8,14,-9,14,-9,15,-8,15,-9,15,-10,15,-10,15,-9,15,-9,15,-9,15,-10,16,-10,16,-11,16,-12,14,-11,13,-11,13,-11,13,-12,13,-13,13,-13,13,-13,12,-13,11
wave,-70,12,-8,12,-9,11,-10,11,-11,11,-10,11,-10,11,-10,10,-10,9,-10,9,-11,10,-12,10,-12,9,-12,8,-12,8,-12,8,-13,7,-13,7,-13,7,-12,7,-12,6,-13,6,-13,6,-13,6,-14,6,-15,7,-15,6,-16,6,-16,6,-16,6,-16,6,-16,6,-16,6,-16,6,-15,6,-16,7,-16,7,-16,6,-16,6,-17,7,-16,8,-17,8,-17,8,-17,9,-16,10,-16,10,-15,10,-15,10,-14,10,-14,10,-13,10,-13,11,-13
wave,-70,-11,10,-11,11,-11,12,-11,12,-10,11,-10,10,-10,11,-9,11,-9,11,-9,12,-9,12,-9,13,-9,13,-8,12,-7,12,-7,13,-6,13,-6,12,-6,12,-6,12,-6,12,-5,13,-5,13,-4,14,-5,15,-5,14,-5,15,-4,16,-4,16,-4,16,-4,15,-4,16,-5,16,-5,16,-4,17,-4,17,-4,17,-5,17,-5,17,-6,17,-6,17,-6,17,-6,18,-7,17,-8,16,-8,15,-9,14,-9,14,-9,15,-9,14,-10,14,-10,13
wave,-69,-2,-15,-2,-15,-3,-15,-3,-15,-2,-14,-2,-14,-3,-14,-4,-14,-4,-14,-4,-14,-4,-14,-5,-14,-5,-14,-5,-14,-5,-14,-7,-14,-7,-13,-7,-12,-6,-12,-6,-12,-6,-12,-7,-12,-8,-12,-8,-12,-8,-13,-9,-13,-10,-12,-10,-13,-10,-14,-10,-13,-10,-13,-11,-13,-11,-12,-11,-13,-11,-14,-11,-14,-10,-14,-10,-14,-10,-14,-10,-14,-11,-15,-11,-16,-10,-16,-10,-16,-9,-15,-9,-16,-8,-16,-7,-16,-7,-16,-7,-16,-6,-16,-6,-16
wave,-69,-2,15,-2,16,-1,16,-1,16,-1,15,0,14,0,14,0,14,0,15,0,15,1,15,1,15,2,15,1,14,2,14,3,15,4,13,4,13,4,13,3,13,3,14,4,14,6,14,6,14,6,15,6,15,8,14,8,15,8,15,8,15,8,14,8,15,8,15,8,15,9,15,9,17,9,17,8,16,8,16,8,16,8,17,8,18,8,18,7,18,6,18,6,18,5,18,5,18,4,19,4,19,3,18,3,17
wave,-70,8,-13,7,-13,7,-14,7,-14,7,-13,6,-13,6,-13,6,-13,5,-13,5,-13,5,-13,5,-14,5,-15,4,-14,4,-14,3,-15,2,-15,2,-14,1,-14,2,-14,2,-14,1,-14,1,-14,0,-16,0,-16,1,-16,-2,-16,-2,-16,-2,-17,-2,-17,-2,-16,-2,-17,-2,-17,-2,-17,-2,-18,-2,-19,-1,-18,-1,-18,-1,-18,-1,-19,-1,-19,-1,-20,0,-20,0,-20,1,-19,2,-19,2,-19,2,-19,3,-19,3,-18,4,-18,4,-18
wave,-70,11,10,11,10,12,10,11,10,11,9,11,8,12,8,12,8,12,8,12,8,13,8,13,7,13,7,12,6,12,7,14,6,15,5,14,4,13,4,13,5,13,5,13,5,14,4,16,3,16,3,16,4,16,2,17,3,17,2,17,2,17,2,17,2,18,3,18,3,19,3,20,3,20,3,19,3,18,3,19,4,19,5,20,6,20,6,19,6,19,7,19,7,18,8,18,8,18,9,18,9,17,10,17,10
wave,-69,-12,9,-11,9,-11,11,-11,11,-11,10,-10,10,-10,10,-10,11,-10,11,-10,12,-10,12,-10,12,-9,12,-8,12,-7,12,-7,13,-6,13,-6,12,-6,12,-6,11,-6,12,-6,13,-5,14,-5,14,-5,14,-5,14,-4,15,-4,16,-4,16,-4,17,-4,16,-4,16,-4,16,-4,16,-5,17,-5,18,-5,17,-5,16,-5,16,-6,16,-6,17,-6,18,-7,18,-7,17,-8,16,-8,16,-9,15,-9,15,-9,16,-10,15,-10,15,-10,14
wave,-69,6,13,7,13,7,13,7,13,7,12,6,12,7,11,7,11,7,11,7,10,8,11,8,11,9,11,8,10,8,10,10,10,10,9,9,7,9,7,10,9,10,9,10,9,11,8,11,9,12,9,11,9,13,10,13,9,13,9,13,8,13,10,13,11,14,11,14,10,14,10,14,10,13,11,13,11,14,12,14,14,14,14,13,14,13,13,12,13,11,14,10,14,10,14,10,14,8,15,7,16,7,17,9,18
wave,-69,15,-5,14,-6,14,-7,15,-7,14,-7,14,-6,14,-7,14,-7,13,-8,13,-9,14,-9,14,-10,13,-10,12,-9,12,-10,12,-11,11,-11,10,-11,10,-12,10,-13,10,-12,10,-12,10,-13,10,-14,10,-14,10,-14,9,-16,10,-16,10,-17,9,-17,9,-16,9,-17,9,-18,8,-18,9,-18,11,-19,12,-18,11,-18,11,-18,11,-18,11,-19,12,-19,13,-19,14,-18,14,-17,14,-17,14,-16,14,-16,15,-16,16,-15,17,-14,16,-13
wave,-69,-5,-17,-6,-16,-6,-17,-6,-17,-6,-16,-6,-14,-7,-14,-7,-14,-8,-14,-8,-14,-9,-15,-10,-15,-9,-14,-9,-14,-9,-13,-11,-14,-12,-13,-11,-12,-11,-12,-11,-12,-11,-11,-12,-11,-12,-11,-13,-11,-14,-12,-14,-13,-16,-10,-16,-11,-17,-11,-17,-11,-16,-11,-16,-12,-16,-12,-17,-11,-18,-12,-18,-13,-17,-14,-17,-13,-17,-13,-18,-13,-18,-14,-18,-15,-18,-15,-17,-15,-17,-14,-17,-15,-16,-16,-15,-16,-14,-17,-13,-18,-13,-18,-13,-17
wave,-70,-14,-7,-15,-6,-15,-5,-14,-5,-14,-5,-14,-4,-14,-4,-15,-3,-15,-3,-15,-3,-15,-3,-15,-3,-15,-3,-15,-3,-15,-2,-16,-1,-15,0,-15,1,-14,1,-14,1,-15,1,-15,2,-15,1,-15,2,-16,2,-16,1,-17,4,-17,3,-17,4,-17,4,-16,4,-16,5,-17,5,-17,5,-18,5,-19,5,-19,4,-18,4,-18,4,-19,4,-19,4,-20,3,-20,3,-19,3,-19,2,-20,2,-20,2,-19,1,-20,0,-19,-1,-19,-2,-18,-2
wave,-70,14,-2,14,-2,14,-4,14,-4,13,-3,13,-3,13,-3,13,-3,13,-4,13,-5,14,-5,14,-6,14,-6,13,-5,12,-6,13,-7,12,-8,12,-7,11,-8,11,-7,12,-7,12,-7,11,-8,12,-10,12,-9,12,-9,12,-11,12,-12,12,-12,12,-12,13,-11,13,-11,13,-11,13,-11,14,-12,14,-12,14,-12,14,-12,13,-12,14,-11,14,-12,15,-12,16,-11,16,-10,17,-9,17,-8,17,-7,17,-7,17,-8,17,-8,17,-6,17,-6
wave,-69,-13,8,-12,9,-12,10,-12,10,-11,9,-11,9,-10,9,-10,9,-10,10,-10,10,-10,10,-10,11,-10,11,-9,10,-9,10,-8,12,-8,13,-7,12,-7,12,-7,11,-7,12,-7,12,-6,13,-5,13,-6,14,-7,14,-5,15,-4,16,-4,17,-4,16,-4,16,-5,16,-4,16,-4,16,-4,17,-5,18,-5,18,-5,17,-5,16,-5,17,-6,18,-6,18,-6,19,-7,18,-7,17,-8,16,-9,16,-9,16,-10,17,-10,16,-10,15,-10,15
wave,-70,15,1,16,0,16,-1,16,-1,15,-1,15,-2,15,-3,15,-4,15,-4,15,-4,15,-3,16,-4,15,-5,13,-5,13,-5,14,-7,13,-8,12,-9,12,-9,12,-10,12,-10,12,-10,12,-10,13,-11,14,-11,14,-11,12,-14,12,-14,12,-15,11,-16,11,-15,11,-15,11,-16,11,-17,12,-17,14,-18,15,-16,14,-15,13,-15,13,-16,14,-17,14,-18,14,-18,14,-17,14,-17,14,-17,14,-16,15,-16,16,-15,17,-13,17,-12,18,-11
